sentence	sentiment
For the business year 2007/08, New Value plans to complete three to four further investments in young, attractive growth companies. 	1
Under the CFIUS statute, the U.S. President must render his decision to block or allow the proposed transaction within 15 calendar days. 	0
All dollar amounts in this news release are reported in US Dollars, unless otherwise noted. 	1
The major deterioration happened in the investment income. 	0
The 70 % share held by WIGE MEDIA AG is being taken over retroactively to 31 December 2007 by the partner, which until now has held a 30 % stake. 	1
Highly qualified and motivated employees are our biggest asset. 	1
Cash and cash equivalents amounted to EUR 11.3 million after EUR 13.8 million in the previous year. 	0
Our consumable business showed a solid 18 % revenue growth rate fueled by a strong demand from the pharmaceutical industry and molecular diagnostics markets. 	1
SolarWorld AG is listed at the stock exchange in the technology index TecDAX, in the Dow Jones STOXX 600 as well as the international MSCI index, among others. 	1
The group also offers its customers a wide range of services in related areas for production machines and equipment. 	1
As a result of the most recent disturbances in the international capital markets, the capital market environment has deteriorated decisively. 	0
Each of the new shares represent a value of EUR 1.00 in the share capital of the company and carry full dividend rights as of January 1, 2010. 	0
The new allocation of responsibilities for the Executive Board approved at the same time by the Supervisory Board reflects Lufthansa's development towards a group system of independent airlines. 	1
There were objections put on record of the minutes. 	0
This ensures that Nemetschek has a high degree of flexibility and freedom of action in a continuously difficult market. 	1
The sale of Dresdner Bank will be reported under ` discontinued operations' as of September 1, 2008. 	1
As IC Green Energy Ltd. will exceed the threshold of 50.00 % of the share capital after the completion of the capital increase, the tax loss carry forwards in the amount of approximately EUR 42.6 million for corporate income tax (Körperschaftssteuer) as well as in the amount of approximately EUR 40.6 million for trade tax (Gewerbesteuer) (both as of December 31, 2010) will be lost. 	0
It is to be expected that the result in this business segment will be clearly negative and therefore significantly below expectations. 	0
The bond may be converted into a maximum of 11,111,111 new shares from the company's conditional capital at a conversion price of EUR 1.80, earliest after the next year's ordinary Shareholders' Meeting. 	0
Long-term fixed interest rate agreements or hedges are in place for close to 81 per cent of financial debt, with 69 per cent having a maturity of over three years. 	0
The earnings per share were 0.80 euros, compared to 0.56 euros in the same period of the previous year. 	1
Restructuring consulting expenses amounting to EUR 0.9 million and other costs totaling EUR 0.2 million.	0
By selling its own shares, the company now complies with market expectations to increase the freefloat.	0
The operating business is doing fine on a sustainable basis.	1
Revenue decreased by just 1.0 % to EUR 151.8 million in the second quarter.	0
The result before taxes and minority interest is -199 T Euro (fourth quarter last year: 285 T Euro).	0
HP will operate the solution at its computer centers.	1
FINANCIAL HIGHLIGHTS We have continued to make gains financially as well as operationally during the quarter.	1
For the financial year 2014 Capital Stage will pay a tax-free dividend of EUR 0.15 per voting share.	1
Even if the actual results of the HOMAG Group including the financial position and profitability as well as the economic and regulatory framework conditions should coincide with the future-oriented statements in this press release, it can not be guaranteed that the same will hold true in the future.	0
The annual surplus amounted to 78.8 (previous year: 103.4) million EUR.	0
The listing is scheduled to commence on 23 March 2005.	1
Therefore the total volume of the bond 2012/17 currently is 19.5 m euro.	1
The purpose of the buyback is to reduce the share capital of the Company.	1
Non-GAAP financial performance measures are not subject to IFRS or any other generally accepted accounting principles.	0
The resolution was approved unanimously.	1
As next step, SKW Metallurgie will subject the allegations entailed in the statement of objections to a detailed legal analysis.	0
Shareholders approved in particular the 2011 Annual Report and financial statements and discharged the members of the Board of Directors.	1
It is also slightly higher than the price offered by Vodafone Vierte Verwaltungs AG within the context of its public takeover offer.	1
Preliminary figures, released by the company on Thursday, show that sales including net interest income from banking business rose 29 percent from 1.17 billion euros in 2002 to 1.51 billion euros in 2003.	1
This is due in particular to a decrease in the earnings contribution from the Non-alcoholic Beverages segment, which is expected to be lower than recently anticipated.	0
This represents a further consequent step in the portfolio restructuring process that was announced in the Quarterly Report 3/2002.	1
The remaining Outsourcing brand InterNetX will be integrated into the Product segment.	1
In the first six months of the year, weaker market conditions in the truck and the construction machinery markets in Brazil and China in particular as well as the global agricultural machinery sector worsened again substantially.	0
The Executive Board of KUKA Aktiengesellschaft has, with the approval of the Supervisory Board, resolved today to increase the share capital of the Company under exclusion of shareholders' subscription rights by means of a partial utilization of authorized capital by an amount of up to EUR 4,661,498.40 to up to EUR 92,841,619.00 by issuing up to 1,792,884 new ordinary bearer shares with no par value each representing a notional amount of EUR 2.60 in the share capital against cash contributions (New Shares).	0
It is expected that an additional study to demonstrate increased compliance and adherence of patients to blood-based CRC testing will be needed to address FDA's outstanding requests.	0
At EUR 28 million and with a positive gross margin, sales were well up on the same period in earlier years.	1
The group result increased by EUR 34.5 million to EUR 18.9 million and the operating income stepped by EUR 1.5 million up to EUR 15.9 million.	1
The Company will take the necessary measures in order to find a successor shortly.	0
Total unit sales will be boosted by the high-volume models launched in the spring of 2007: the new C-Class sedan and the new smart fortwo.	1
The cash flow for the period increased by 22.6 % to 21.3 million euros (revious year: 17.3 million euros).	1
Depending on capacity utilisation, the segment result is likely to fall within a range of EUR 125 million to EUR 135 million below the previous year's level (as yet: moderately below the previous year).	0
Mercedes-Benz Cars expects to further increase its worldwide unit sales in 2008, thus surpassing the record level of the prior year.	1
Its core business consists of tenant-sensitive housing privatisations.	1
Growth investment of CHF 10 million accounts for nearly 40 % of the EBITDA loss - Book to bill (order backlog) increased by more than 100 % year-over-year - Graciosa project to be fully operational by Summer 2016 - Won contract to build world's largest electric ferry - Major award to build one of the world's largest stationary energy storage systems in Ontario Canada.	1
Dialog Semiconductor invites you today at 09:30 GMT / 10:30 CET to listen in a live conference call to managements discussion of Q1 2009 performance, as well as guidance for financial 2009.	1
Personnel expenses fell by EUR 1 million compared to the previous year due to a lack of earnings-dependent components, lowering them to EUR 2.3 million.	0
The main reasons for the early refinancing included extending the maturity date to 2017, improving financing conditions and increasing the volume to EUR 260 million.	0
The planned income is intended primarily to reduce existing trade liabilities and to ensure the on-going development of the SYSTEMS and SERVICE business.	0
New Value AG provides growth capital to promote innovative business models and supports the companies to market success.	1
Within the last 12 months the Touch division has been listed as a development partner by all relevant mobile phone manufacturers.	1
Since its floatation on the stock market in February 2000, CTS has been systematically expanding its Internet ticketing via http://www.eventim.de.	1
The companies have agreed to terms under which MorphoSys will be free to develop and commercialise its HuCAL technologies.	1
The leverage ratio is expected to improve to 3.9 % (pro forma as end of March 2015).	1
Düsseldorf, August 20, 2010 - In the first six months of 2010 Alno AG continued its restructuring as part of the ` ALNO 2013' concept, and was able to increase its operating results and earnings after taxes compared to the same period of the previous year.	1
Detailed review of results: DIC Asset AG's total revenues for the 2010 financial year went up strongly, to EUR 228.8 million (2009: EUR 171.3 million).	1
In an exclusive cooperation agreement, the well-known landscape designer, Enzo Enea, was commissioned to design the park and gardens.	1
Available authorized capital will decrease from the current 6' 000' 000 to 5' 587' 500 shares.	1
Savings will come from a reduction of Selling, General and Administrative Expenses and better use of the Group's existing programming inventory.	1
Costs per ounce of silver net of gold by-product credit increased in FY 2013 because of (a) lower silver and gold production, (b) lower gold by-product credits (c) a modest 3.3 % increase in operating costs.	0
Total consolidated revenues reached CHF 6.74 million, a 8.6 % decline compared to CHF 7.37 million in 2010.	0
The Company anticipates filing its Plan of Operations with the U.S. Bureau of Land Management by the end of April 2013.	1
Every day, we serve over 2 million customers - at 2,200 pharmacies of our own and 4,100 participants in our brand partnership schemes.	1
In addition, the period between October and December 2008 was marked by other substantial special effects that have influenced sales revenue and earnings.	0
Order intake in 2002 totaled EUR 94.1 m (2001: 163.4 m) order in USD valued at USD/EUR 0.95.	0
In contrast to the classical project business, the implementation of cloud projects does not often result in immediate sales and earnings.	0
As an Executive Board member he will assume responsibility for the ` Lufthansa Passenger Airlines' unit, which had previously been held by the Chairman of the Executive Board and CEO, Wolfgang Mayrhuber.	1
Powerland currently estimates that the auditing work will not be completed before June 30, 2013.	0
Drillisch has been highly successful in maintaining its position in this competitive environment characterised by declining revenues in the peer group.	0
In the previous year, trade receivables decreased by EUR 6.4 million while increasing cash flow.	0
EBIT decreased by $ 83 thousand, from $ 287 thousand to $ 264 thousand.	0
The Clean Systems Technologies business division is particularly expected to return to its earlier solid income figures.	0
SURTECO SE increased sales after three quarters in the current business year by 1 % to $ 315.7 million.	1
Once today's capital increase as well as the capital increase of February 2014 have been registered in the trade register, the share capital will increase to EUR 13,300,000.00.	0
This pleasing result was underpinned by stable rental income, strong expansion in the real estate portfolio as well as profit from the sale of real estate.	1
These factors can include alteration of the economic situation, legal and regulatory constraints in Germany and the EU, and changes in PETROTEC's general business and competitive environment.	0
These and other factors could adversely affect the outcome and financial effects of the plans and events described herein.	0
At the same time, a rough analysis is being conducted to implement the first cost-cutting measures.	0
In connection with the legal transfer of Chrysler's international sales activities to Chrysler LLC and due to the valuation of Chrysler-related assets, the Group recorded a total gain of EUR40 million in the first quarter of 2009.	1
This corresponds to earnings per share of 28 euro cents (prior year: 22 euro cents).	1
You should not place undue reliance on these statements.	0
Free Cash Flow before customer financing amounted to EUR -1,303 million (Q1 2011: EUR 208 million).	0
Hamburg, 10 February 2014 - The Management Board of FAST Casualwear, a manufacturer of casual footwear and apparel in China, decided with the approval of the Supervisory Board to carry out a capital increase against cash using the authorized capital to issue 500,000 new shares at a price of EUR 1.68 per share.	0
The talks are at a stage where significant issues have not yet been finalized, contracts have not yet been signed and the conclusion of the transaction is still not certain.	0
In the last year, the transmission time has been reduced to one hour per day.	0
The Ruby Hill Mine produced 98,000 ounces of gold in 2008 and at December 31, 2008 had published proven and probable gold reserves of 831,000 ounces and additional measured and indicated gold resources of 480,000 ounces.	1
In the first quarter of 2003, the operating costs of the Gauss Group amounted to EUR -7.6 million (EUR -9.4 million).	0
Berlin/Munich, 30 September 2015 - Scout24 AG (Scout24 or the Company), in cooperation with its current shareholders, has set the final offer price for Scout24 shares at EUR 30 per share.	1
The investors had wanted German Brokers's biggest creditor, a Frankfurt based Bank, to take part in the restructuring of the Company.	0
This non-cash charge will be reflected in the tax computation and will not exceed a medium double digit million EUR amount. 	0
With sales of EURO 9,65 million, the EBIT amounts to KEURO 780 (the pre-year figure was EURO -9,38 million).	1
At 16.2 million euros, operating income (EBITA) before valuation effects in the reporting period was 5.4 million euros below the figure for last year (2011: 21.6 million euros).	0
In spite of the positive development in the third quarter, the Executive Board expects sales to decline compared to the previous year.	0
The Group's operative EBIT will probably be negative.	0
Such formal approval and authorization is currently still outstanding and is expected to take place within the following months.	0
Even the overall adequate profit margins were not able to offset these effects. 	0
The company e.multi Digitale Dienste AG announces an additional controlling shareholder. 	0
Operating loss of EUR 0.742 million and a negative consolidated result of EUR 0.769 million occurred due to operating expenses. 	0
In Q2 2013 and during the first six months of 2013, AVT managed to further improve its profitability. 	1
Aurubis intends to use the proceeds from the issue to fund its communicated organic and external growth plan in the areas of copper production, precious metals and recycling as well as copper products. 	1
Due to the order situation, the Executive Board is confident of achieving a return on sales after tax of 7 % for the first half of 2007 (first half of 2006: approx. 6.5 %).	1
Abbott is a global healthcare company devoted to improving life through the development of products and technologies that span the breadth of healthcare.	1
With the approval of its Supervisory Board, the Management Board of Kontron AG took advantage of its various authorizations today and resolved to redeem one million of the company's individual share certificates in the amount of some EUR 13 million, while lowering the company's overall capital stock to a total of $ 51.3 million.	1
Earnings from ordinary business operations improved by some 77 % from 185,000 euros (Q1/02) to 327,000 euros in Q2/02.	1
The negotiations on agreements on the restructuring and release of liability between the Company and the financing banks are being continued.	0
The sharp depreciation of the Brazilian real resulted in negative currency effects.	0
At 31 December 2010, the Company's cash, restricted cash and cash equivalents balance stood at $ 158.2 million, with no debt.	1
Marbacher Ölmühle is a leading producer of organic quality goods. 	1
Recurring EBITDA showed a decrease of 28.6 percent to EUR 27.5 million partly due to start-up costs for new TV channels in Sweden (Kanal 9) and Norway (FEM). 	0
As anticipated, defence markets in the Western world continue to be strained. 	0
EBIT in the Eurex segment totaled EUR174.9 million, down from EUR228.0 million in the previous year. 	0
BDI has specialised in the development of technologies that make optimum use of resources in the industrial processing of by - and waste products ever since it was established in 1996 and owns an extensive patent portfolio that has resulted from its in-house research and development activities. 	1
The Company's 40 % share of production was approximately 0.9 million ounces of silver and 3,371 ounces of gold compared to the Prior Quarter's production of 1.0 million ounces of silver and 3,728 ounces of gold.	0
Also due to the world wide economic crisis and the threat of an war with Irak the industrial sector is very cautious to spend money.	0
It is anticipated that it will take some time for market demand to fully recover to pre-crisis levels.	0
Heidelberger Druckmaschinen Aktiengesellschaft gives no warranty and does not assume liability for any damages in case the future development and the projected results do not correspond with the forward-looking statements contained in this press release.	0
Group sales were more than doubled from Euros 22.7 millions to Euros 46.5 millions in relation to the previous year.	1
A further 200 employees have agreed to leave the company on a mutually acceptable basis, making a total of 1,500 job cuts at the German sites in financial year 2009/2010. 	0
The loss per share amounted to CHF 3.54. 	0
Over the next two years, implementation of the measures will result in a reduction in the number of employees by 1,250 worldwide and, from financial year 2015, will yield annual reductions in personnel costs of EUR80 to EUR90 million and reduce non-personnel costs by an amount in the low to middle double-digit million range. 	0
It is expected that revenues at constant currency will fall by 7 to 8 per cent in the fourth quarter, which is a one percentage point lower decrease compared to what was expected in July. 	0
Information regarding the composition of the adjusted net income and the adjusted EBITDA can be found on page 73/74 in the Annual Report 2016 which is available on our Group website www.ProSiebenSat1.com. 	0
Within the last three years Ultrasonic's business had a compounded annual growth rate of more than 40 percent.	1
Total 2003 one time costs of EUR 14.5 mil.	0
Shipments of wafers and solar modules were increased by 42 percent to 819 (2009: 578) MW.	1
The company accordingly now anticipates annual revenue of around 800 million euros with an average EBIT margin of 9 to 10 percent over the market cycles, and including smaller corporate acquisitions, to be achieved in 2018, one year later than originally planned.	1
The clearly negative income situation is, for the most part, based on the high restructuring and integration costs generated by the acquisition of TTi AG.	0
The Mittelstand segment has gained more than 5,000 new clients since the beginning of the year.	1
In Dialog's Automotive and Industrial division, further progress has been made to expand the Company's business with leading automotive component producers, creating an intelligent highly integrated motor controller for car seatbelt traction and electric windows.	1
IFRS operating profit was up 28 % to EUR0.81 billion.	1
The second portfolio includes 14 modern second-hand reefer vessels.	1
The share buy-back program, which was approved at 2004 Annual General Meeting, will be continued through 27.05.2005 at the latest.	1
Pursuant to the agreement now reached, the Company will make an extraordinary repayment instalment in the amount of EUR 20 million on 31 August 2016.	0
We continue to execute on our strategy of market share expansion, customer diversification and transition to a more balanced portfolio of standard products.	1
The sale of our urology division on July 31, 2006, was an important step in this direction.	1
Financial Highlights Q2 2001: * - Gross Sales Q2 2001 at 48.7 m ($ 69.3 m), an increase of 91 % compared to Q2 2000 (25.5 m, $ 39.0 m).	1
Approval by the antitrust authority is still pending.	0
Financial investments at the end of the period increased to EUR 25m (previous year: EUR 21m) - an increase of EUR 4m.	1
As a result of the most recent disturbances in the international capital markets, the capital market environment has deteriorated decisively.	0
WashTec has therefore resolved today to launch a comprehensive group-wide program for effectively improving earnings in all areas.	0
In the Group's operating business, in the Executive Board's assessment, far-reaching regulatory interventions, intensive competition and significant margin pressure will always occur in individual national markets.	0
In terms of the Group's operating profit, we are expecting an operating return on sales of between 5.5 percent and 6.5 percent in 2014 in light of the challenging economic environment, and the same range for the Passenger Cars Business Area.	0
The Board of Management will inform the shareholders on current developments at tomorrow's extraordinary shareholders' meeting in Cologne.	0
Today, on March 1, 2010, the Executive Board of STADA Arzneimittel AG, during an Executive Board meeting, based on the good preliminary results of financial year 2009 available to date, made a resolution to increase the dividend for the past financial year.	1
EBITDA declined from Euro 2.2 mill in the first 9 months of 02 to Euro -1.0 mill in the first nine months of 03. 	0
The Lehman failure (EUR 357 million) and the Iceland moratorium (EUR 232 million) had the biggest impact. 	0
At the same time, the contractual arrangements resulting in an entitlement of 15 % of economic benefits of Eurex to SIX Swiss Exchange AG will be terminated. 	0
In Brazil, further workforce adjustments will have to be made, for which Daimler Trucks has made a voluntary severance offer. 	0
Cash flow from operating activities (after interest and taxes paid) was down slightly year-on-year, to EUR 37.7 million (2009: EUR 38.7 million). 	0
Even if the management is of the opinion that these assumptions and estimates are accurate, future actual developments and future actual results may differ significantly from these assumptions and estimates due to a variety of factors. 	0
The Management Board continues to believe that sales revenues and earnings will increase in the fiscal year 2011/12.	0
Allowing for amortization in the business year, the Company generated a preliminary loss before interest and taxes (EBIT) of EUR 42.7 million, as compared with a loss of EUR 37.6 million in Business 2007.	0
The full impact of the significant drop in demand in all markets since the beginning of this year will be felt as of the second quarter.	0
The participation certificates that will be acquired by the Republic of Austria will ensure that, above all, Austrian companies will have enough liquidity at their disposal in times of difficulty.	0
The effectiveness of the withdrawal of the appeal still requires the acceptance by the court.	0
The company negatively impacted on the operating result in the past to the tune of Euro 1.6 million.	0
However, due to the fact that the exchange ratio in case of a merger which also depends on the value of the Bidder established according to IDW S1 (and possible amendments to it as stated in the Reasoned Opinion) is still open and on account of the uncertainties regarding the price development of the Bidder's shares, it is not foreseeable whether it is more favorable to shareholders of T-Online to accept the Offer or to wait for the merger to be effected.	0
The Managing Board of HeidelbergCement AG has resolved, with the consent of the Supervisory Board, to make use of the authorized capital and to implement a capital increase with subscription rights for shareholders to strengthen the equity base following the extraordinary charges in 2004.	0
At the same time, Heidelberg spares no effort to implement the package of cost-cutting measures it initiated in 2008.	0
The forecast for the segment earnings in the Fresh Juice Systems division, which was recently adjusted in the group half-yearly financial report 2017 to be in a range of EUR 7.3 to 8.1 million, remains unchanged, although this is likely to tend towards the lower end of the forecast range at the end of the financial year. 	0
In parallel, losses were reined back substantially with the help of a stringent cost reduction program. 	0
In line with the revenue performance, we expect underlying gross margin percentage for the full year to be slightly below the level achieved in 2015.	0
Information and statistics from external sources should not be interpreted as having been inspected by the company.	0
Exchange rate effects and first-time consolidations of EUR 0.7 billion and deconsolidations of EUR 0.4 billion had a negative impact on revenue in the year under review.	0
As a result of the conditions imposed by the European Commission in May 2009, a servicing of the equity instruments requiring a net profit in the HGB single-entity accounts (hybrid Tier 1 and profit participation certificates), can not be guaranteed. 	0
The management board of CTS EVENTIM AG is disappointed but will accept the ruling without further comments.	0
A detailed overview of the reserves can be found on Deutsche Rohstoff's website shortly.	0
These additional factors increased the predicted operational loss in Q1 to EBIT-7.1 m EUR.	0
By the end of the first half of 2011, the NAV declined to EUR 0.30 per share while shares outstanding totalled 103.2 m (31 December 2010: EUR 0.42 on 68.8 m shares).	0
Pongs & Zahn Aktiengesellschaft, which is listed in the Prime Standard segment of the Frankfurt Stock exchange, has requested the extension of deadlines for the publication of the annual report 2006 and the interim report for the first quarter of the business year 2007.	0
An appeal was filed against the penalty notice in February 2015.	0
During the transformation process higher sales revenues are expected initially, however these will largely come to an end starting mid-2016.	0
Regarding this, the liquidity and the positive prognosis of the continuation of the enterprise and its legal consequences have to be considered with great care.	0
The realignment of euromicron Deutschland GmbH therefore temporarily affects the Group's sales volume and its profitability.	0
Taking into account the above factors, earnings before interest and taxes (EBIT) of the GERRY WEBER Group amounted to EUR 36.2 million in H1 2014/15, down by 26.8 % on the first six months of the previous year.	0
In spite of the lower sales revenues, consolidated net income after taxes will increase from EUR 8.5 million to EUR 9 to 10 million according to preliminary estimates.	0
At its own request, the former Board of Management of UTE was discharged from its position of responsibility.	0
The Management Board will define the forecast in greater detail after a complete review of the figures for the first half of 2017.	0
CeWe Color is hoping to achieve additional growth rates from the development of digital products and services.	0
Factors that could cause or contribute to such differences include, but are not limited to: the impact on revenues of economic and political uncertainties and weaknesses in various regions of the world, including the commencement or escalation of hostilities or acts of terrorism, any unforeseen developmental or technological difficulties with regard to our products, changes in the competitive landscape, including new competitors or the impact of competitive pricing and products, a shift in demand for products such as ours, unknown factors affecting third parties with which we have formed business alliances, timely availability and customer acceptance of our new and existing products, and other factors and risks discussed in our Annual Report for the year ended December 31, 2009. 	0
Loans totaling between EUR 3.5 m and EUR 4.0 m will be converted into equity at EUR 1.0 per new issued share via a debt-to-equity swap. 	0
The EBIT was at 51.7 million euros after 56.2 million euros for the third quarter last year. 	0
Graefelfing/Munich, June 12th, 2001, Lutz Fröba, Board Member and one of the founders of MWB Wertpapierhandelshaus AG is leaving the Board of Management as of today due to health reasons.	0
Bonn, July 16, 2002 Sommer resigns as CEO of Deutsche Telekom Dr. Ron Sommer has announced his resignation as member and chairman of the Board of Management of Deutsche Telekom with immediate effect.	0
ArtStor has been implementing a cost-cutting plan since May.	0
Correspondingly, sales revenue fell by 16 percent to EUR539.8 million (Q1/2008: EUR644.5 million).	0
The Transport and Information Logistics segments, on the other hand, are suffering the effects of cautious capital spending on the part of their customers.	0
Mori Seiki will also participate in the second capital increase by exercising its subscription rights, and following completion of this capital increase will hold 24.3 % of the Company's share capital.	0
This results from changes to the tax treatment of subsidiaries' contributions to the MLP Group and their ensuing sale and is subject to a final approval through the tax authorities.	0
As previously reported in connection with the acquisition of the majority of shares in SoftM by the Polish IT Group Comarch, this takeover transaction has as a consequence that SoftM has to dissolve tax loss carry forwards pursuant to the new section 8c EStG to the amount of 2.1 million euro (per Sept. 30, 2008).	0
The board of directors of Jenoptik AG, with the approval of the supervisory board, has decided to strengthen the company's capital base by increasing its share capital through issuance of 8.14 million new shares. 	0
The insolvency is predominantly due to bad debts as a result of the insolvencies of affiliated companies. 	0
The consolidated EBIT includes positive, one-time effects (lucky buy) as well as one-time restructuring expenses, which nearly cancel each other.	0
Any net proceeds of the issuance of high yield notes will be used for the redemption of part of Heidelberg's 9.25 % Senior Notes due 2018.	0
In addition, Bayer believes that a class action would have proven to be unmanageable.	0
The EBIT of the first nine months of EUR -19.8 million (EUR 5.4 million in the comparable period of 2001) is the result of revenues realised at excessive ongoing costs combined with write downs on foreign subsidiaries and foreign projects.	0
Rheinmetall also anticipates additional acquisition costs for high-volume programs, as well as higher execution costs for some orders.	0
On 30 June 2010, earnings before interest and taxes (EBIT) and net loss amount to EUR -2.5 m (previous year: EUR 0.4 m) and EUR -2.7 m respectively (previous year: EUR 2.9 m)	0
There was also a net loss from continuing operations of $ 1,003 million (Q3 2006: net profit of $ 1,105 million). 	0
Due to the very weak economy in the first quarter of 2009, the sales growth reported by ADLER Real Estate AG (ISIN DE0005008007), Frankfurt, was not enough to keep the company in the black. 	0
The EBIT trend was similar: it totaled EUR -2.3 million in the fourth quarter (Q4 2013: EUR 3.3 million).	0
The Company now expects to generate FFO of EUR 1.40-1.44 per share in 2011 in contrast to the primary forecast of EUR 1.48-1.52, following on from last year's figure of EUR 1.40. 	0
Results from all categories of financial assets were primarily impacted by revaluation requirements on the ABS/CDO portfolio: the negative P&L effect in Q1 09 equalled EUR 54.8 million (pre-tax), while the negative impact on shareholders' equity was EUR 88.0 million.	0
The motion of a shareholder to remove the Chairman of the Supervisory Board, Dr. Eckart John von Freyend, was supported by 69.63 % of the votes cast and failed the necessary quorum of 75 %.	0
The New Convertible Bonds are convertible into newly issued or existing Deutsche Wohnen bearer shares with no par value or can be repaid in cash.	0
